sku,name,vendor,product_type,price,description,tags,url
JYC-03307,Viltrox NF-Z AF F-mount Adapter,Viltrox,ngàm chuyển ống kính,$139.00,"VILTROX NF-Z Auto Focus Mount Adapter cho phép ống kính ngàm F kết nối với các mẫu máy ảnh Nikon Z. Sản phẩm có khả năng giao tiếp điện tử đầy đủ giữa ống kính và máy ảnh, hỗ trợ chống rung Lens VR, lấy nét tự động eye-AF hoặc phát hiện khuôn mặt, và truyền thông tin EXIF.",NF-Z,https://viltrox.com/products/nf-z-auto-focus-f-mount-to-nikon-z-camera-mount-adapter
JYC-03305,Viltrox AF 13mm F1.4 APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$486.00,"Ống kính Viltrox 13mm F1.4 tương thích với các hệ thống APS-C của Fujifilm, Nikon và Sony. Các tính năng bao gồm Eye-AF, truyền dữ liệu EXIF và cập nhật firmware qua USB. Hoàn hảo cho vlog, cảnh thành phố ban đêm và hơn thế nữa.","AF, APS-C, E-mount",https://viltrox.com/products/auto-focus-13mmf14-e-mount-aps-c-prime-lens
JYC-03306,Viltrox AF 13mm F1.4 APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$486.00,"Ống kính Viltrox 13mm F1.4 tương thích với các hệ thống APS-C của Fujifilm, Nikon và Sony. Tính năng bao gồm Eye-AF, truyền dữ liệu EXIF và cập nhật firmware qua USB. Hoàn hảo cho quay vlog, cảnh đêm thành phố và nhiều mục đích khác.","AF, APS-C, Z-mount",https://viltrox.com/products/af-13mmf14-z-mount-aps-c-prime-lens-for-nikon-z
"""",Viltrox Lenses  round Hood,Viltrox,Mũ che ống kính,$29.99,"Mũ che tròn VILTROX là mũ che ống kính gắn kiểu bayonet, hiện chỉ phù hợp với các ống kính Viltrox series 23mm, 33mm, 56mm. Mũ che ống kính tròn giúp bảo vệ tốt hơn cảm biến khỏi hiện tượng lóe sáng do ánh nắng không mong muốn hoặc tiếp xúc không cần thiết với ống kính. Ống kính tương thích: Ống kính VILTROX series 23mm/33mm/56mm F1.4 (XF/E/Z/M) Kích thước filter: 52mm Gói",lens hood,https://viltrox.com/products/viltrox-23-33-56mm-f14-series-lens-square-hood
"""",Viltrox Ninja 10/10B Handheld COB LED Light,Viltrox Store,Đèn LED quay video,$249.00,"""","Bi-color Light Series, COB Lights, Single-color Light Series, Studio Light Series",https://viltrox.com/products/viltrox-ninja-10-10b-120w-2800k-6800k-handheld-cob-led-light-with-10-lighting-effects-app-control
"""",Viltrox EF-L Pro AF Mount Adapter,Viltrox,ngàm chuyển ống kính,$218.00,"Bộ chuyển ngàm ống kính Viltrox EF-L Pro là bộ chuyển lấy nét tự động cho phép sử dụng ống kính EF/EF-S trên các mẫu máy ảnh mirrorless ngàm L của Leica/Panasonic/Sigma. Phiên bản chuyên nghiệp có ngàm ống kính EF khóa chắc chắn để tránh chuyển động giữa ống kính và máy ảnh. Sản phẩm cũng hỗ trợ chống rung ống kính IS, truyền EXIF và khẩu độ tự động điện tử, cùng cổng nâng cấp Type-C tích hợp để tăng khả năng tương thích với nhiều mẫu máy ảnh/ống kính mới hơn trên thị trường. Đạt được hiệu năng đầy đủ của ống kính mà chính ống kính đó mang lại.",EF-L,https://viltrox.com/products/viltrox-ef-l-mount-adapter-with-positive-lock-for-ef-ef-s-lens-to-l-mount-cameras
"""",Viltrox AF 75mm F1.2 Pro APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$580.00,"Ống kính AF 75mm F1.2 Pro XF của Viltrox là dòng Pro cao cấp đầu tiên, thể hiện năng lực công nghệ quang học của Viltrox. Sản phẩm sử dụng vật liệu nitrate đặc biệt HOYA từ Nhật Bản và sở hữu khẩu độ siêu lớn F1.2, lấy nét tự động tiên tiến, cùng độ tin cậy chuyên nghiệp để cải thiện chất lượng hình ảnh.","AF, APS-C, Pro, X-mount",https://viltrox.com/products/75mm-f12-xf-lens
"""",Viltrox EPIC 35mm/50mm/75mm T2.0 1.33X Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$9600.00,"Khẩu độ lớn siêu rộng T2.0, tỷ lệ nén cố định 1.33X: Đảm bảo biến dạng hình ảnh nhất quán từ xa đến gần. Bokeh đẹp và các đốm sáng hình bầu dục được tái hiện sống động. Đầu trước tương thích với matte box 95mm. Độ bão hòa màu: Phục hồi màu sắc thuần retro. Hiệu suất quang học nhất quán: Thiết kế nhân vật đồng đều và vị trí bánh răng đồng nhất.","E-mount, L-mount, PL-mount",https://viltrox.com/products/anamorphic-35-50-75mm-t20-1-33x-pl-mount-cine-lens
"""",Viltrox DC-550 Pro ll Portable 5.5 Inch HD Camera Monitor,Viltrox,Màn hình máy ảnh,$238.00,"Màn hình IPS 5.5 inch 1400 nit cho khả năng quan sát rõ nét ngoài trời. Gen II độc quyền: bổ sung chức năng điều khiển máy ảnh và Onion Skin. Điều khiển cảm ứng toàn màn hình kết hợp với núm xoay điều khiển chính xác. Ba phím tắt tùy chỉnh cho thao tác nhanh hơn. Bộ công cụ giám sát toàn diện cho sản xuất video chuyên nghiệp. HDMI 2.0 đầu vào/đầu ra hỗ trợ truyền tín hiệu 4K 60Hz. Khe cắm thẻ SD để cập nhật firmware và nhập 3D LUT tùy chỉnh. Hỗ trợ ba nguồn cấp điện qua pin NP-F, Type-C và đầu vào DC. Thiết kế thông gió tích hợp giúp tản nhiệt tốt hơn.",Monitor,https://viltrox.com/products/viltrox-5-5-portable-hd-monitor
"""",Viltrox 50/99/150Wh V-Mount Lithium Battery,Viltrox Store,Pin,$148.00,"VILTROX BP-V50 BP-V99 BP-V150 là pin V-mount đa năng với nhiều giải pháp đầu ra nguồn cho các tình huống khác nhau: máy ảnh, màn hình, bộ phát hình ảnh không dây, đèn bổ trợ, điện thoại di động, máy tính bảng, v.v. Có thể dùng như pin sạc dự phòng, để sạc điện thoại di động, laptop, đèn nhiếp ảnh, máy ảnh và các thiết bị khác, không cần thêm thiết bị sạc phụ trợ. Sử dụng chip pin nhập khẩu hiệu suất cao không chỉ mang đến bảo vệ mạch 9 lớp mà còn cải thiện toàn diện hiệu suất sạc và xả. Các chip mạch chất lượng cao có thể nâng cao hiệu suất chuyển đổi sạc, ổn định điện áp xả và sử dụng linh kiện cảm biến điện trở - điện dung có độ chính xác cao, giúp sạc tốt hơn và bền hơn pin thông thường. Pin lithium V-mount được trang bị màn hình kỹ thuật số OLED, giúp quan sát trực quan dung lượng còn lại và theo dõi dòng điện, điện áp theo thời gian thực. Không cần lo hết pin giữa chừng khi quay chụp, yên tâm hơn khi ra ngoài tác nghiệp.",battery,https://viltrox.com/products/viltrox-bv-99-v-mount-lithium-battery
"""",Viltrox H18 18W Double-sided RGB LED Tube Light,Viltrox Store,Đèn LED video,$108.00,"VILTROX H18 là một gậy đèn LED cầm tay với thiết kế hai mặt độc đáo, lý tưởng cho chiếu sáng bổ sung trong livestream, cắm trại, chụp ảnh selfie, ánh sáng trang điểm, quay video, chụp ảnh cưới và hơn thế nữa.","Bi-color Light Series, Light stick, RGB Light Series",https://viltrox.com/products/viltrox-h18
"""",Viltrox Sprite 15B 15C Portable LED Panel Light,Viltrox Store,Đèn video LED,$48.99,"Sprite 15 B/C là một đèn panel đa chức năng, có tính di động, tiện lợi và thân thiện với người dùng. Sản phẩm có nhiệt độ màu chính xác, chỉ số hoàn màu cao (CRI) và nhiều chế độ điều khiển từ xa. Lý tưởng cho chụp tĩnh vật, phát trực tiếp, selfie, chụp ảnh sản phẩm thương mại điện tử và các bối cảnh chụp sáng tạo khác.","Bi-color Light Series, Panel Light Series, RGB Light Series",https://viltrox.com/products/sprite-15b-15c
"""",Viltrox AF 28mm F1.8 Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$379.00,"Ống kính này nhỏ gọn và nhẹ, với độ phân giải cao và hiệu ứng bokeh mềm mại. Có thể dễ dàng sử dụng để chụp phong cảnh, bầu trời sao, kiến trúc và chân dung.","AF, Full Frame, Z-mount",https://viltrox.com/products/viltrox-af-28mm-f1-8
"""",Viltrox AF 16mm F1.8 Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$580.00,"Ống kính Viltrox AF 16mm F1.8 lý tưởng cho chụp chân dung, với 15 thấu kính trong 12 nhóm. Với khoảng cách lấy nét gần 0.27m và vô cực, công nghệ động cơ lấy nét STM không tiếng ồn đảm bảo chuyển động chính xác và khả năng lấy nét mượt mà.","AF, E-mount, FE-mount, Full Frame",https://viltrox.com/products/viltrox-af-16mm-f1-8-fe
"""",Viltrox DC-X FHD 2000 Nits 6-Inch Camera Monitor,Viltrox,Màn hình camera,$238.00,"Màn hình siêu sáng: độ sáng 2000 Nits đảm bảo khả năng hiển thị rõ ràng dưới ánh sáng mạnh. Màn hình IPS Full HD: màn hình IPS 6-inch FHD 1080P mang đến màu sắc chân thực và góc nhìn rộng. Độ chính xác lấy nét tối ưu: bắt trọn các điểm quan trọng với độ chính xác cao để cho hình ảnh sắc nét, chất lượng cao. Công cụ giám sát toàn diện: các công cụ nâng cao như waveform và 3D LUT cho khả năng kiểm soát chính xác và chỉnh màu theo thời gian thực. Trải nghiệm người dùng tùy chỉnh: màn hình cảm ứng trực quan và các phím tắt lập trình được giúp thao tác hiệu quả. Kết nối linh hoạt và độ bền cao: ngõ vào/ra HDMI và SDI giúp tích hợp liền mạch với nhiều thiết bị; thân hợp kim nhôm nhẹ được thiết kế để đảm bảo độ tin cậy trong mọi môi trường.",Monitor,https://viltrox.com/products/dc-x-6-inch-portable-fhd-camera-monitor
"""",Viltrox AF 50mm F1.4 Pro Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$549.00,"Ống kính tiêu cự cố định tiêu chuẩn 50mm Full-Frame. Chất lượng hình ảnh chuẩn Pro từ cạnh đến cạnh. Khẩu độ F1.4 sáng cho chụp chân dung và trong điều kiện thiếu sáng. Lấy nét tự động nhanh và chính xác Viltrox Dual HyperVCM. Hiện tượng thở nét tối thiểu cho video. Khoảng lấy nét gần 0.45m cho các cảnh chụp chi tiết. Kết cấu kim loại bền bỉ, chống chịu thời tiết.","AF, Full Frame, Pro, Z-mount",https://viltrox.com/products/af-50mm-f1-4-z
"""",Viltrox AF 75mm F1.2 Pro APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$580.00,"Ống kính AF 75mm F1.2 Pro E của Viltrox là sản phẩm đầu tiên thuộc dòng Pro cao cấp, thể hiện năng lực công nghệ quang học của Viltrox. Sản phẩm sử dụng vật liệu nitrat đặc biệt HOYA từ Nhật Bản và sở hữu khẩu độ F1.2 siêu lớn, lấy nét tự động tiên tiến và độ tin cậy chuyên nghiệp để cải thiện chất lượng hình ảnh.","AF, APS-C, E-mount, Pro",https://viltrox.com/products/viltrox-75mm-f1-2-e-z-pro-lens
"""",Viltrox AF 27mm F1.2 Pro APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$578.00,"Ống kính AF 27mm F1.2 Pro là một phần của dòng sản phẩm flagship Pro của Viltrox, mang đến khẩu độ siêu lớn F1.2. Ống kính này cho độ phân giải vượt trội và tạo ra hiệu ứng bokeh tuyệt đẹp, rất phù hợp cho chụp chân dung và chụp trong điều kiện thiếu sáng. Với hiệu năng quang học vượt trội và độ mờ hậu cảnh đẹp mắt, sản phẩm được thiết kế để đáp ứng nhu cầu của các chuyên gia đang tìm kiếm chất lượng hình ảnh cao.","AF, APS-C, Pro, X-mount",https://viltrox.com/products/viltrox-af-27mm-f-1-2-pro-xf-mount
"""",Viltrox Ninja 30/30B 300W  Single/Bi-color COB Light,Viltrox Store,"""",$368.00,"Dòng NINJA 30 là đèn video LED nguồn sáng điểm công suất cao 300W, với đầu ra độ rọi cao, hỗ trợ nhiều phương thức điều khiển chuyên nghiệp, ngàm Bowen tiêu chuẩn và nhiều phụ kiện điều khiển ánh sáng, thân kim loại bằng hợp kim nhôm hàng không chất lượng cao. Hiệu năng của dòng NINJA 30 đã được cải thiện chưa từng có trên mọi phương diện, mang đến cho bạn trải nghiệm chiếu sáng điện ảnh và truyền hình chuyên nghiệp, hiệu quả hơn!

Dòng NINJA 30 có thể cung cấp độ sáng cao 300W. Với chóa đèn tiêu chuẩn 55°, độ rọi có thể vượt quá 100.000LUX ở khoảng cách 1 mét, đáp ứng hiệu quả nhu cầu quay chụp các cảnh lớn. Chip thu không dây tích hợp, thông qua ứng dụng WeeylitePro APP, bạn có thể điều khiển chính xác các cài đặt và thông số của nhiều đèn thuộc dòng NINJA 30 trên điện thoại thông minh hoặc máy tính bảng, mở khóa thêm nhiều trải nghiệm thú vị.

Đèn dòng NINJA 30 áp dụng công nghệ điều chỉnh điều khiển từ xa không dây, với 19 kênh trong 6 nhóm điều khiển riêng biệt. Độ sáng, nhiệt độ màu, hiệu ứng ánh sáng, v.v. có thể được điều chỉnh thông qua nhiều phương thức dimming khác nhau. ninja 30 có 6 hiệu ứng ánh sáng: Flash, Burst, Flash lamp, Blink, Weld, SOS. Ninja 30B có 10 hiệu ứng ánh sáng: Flash, Burst, Flash lamp, Blink, Weld, SOS, Candle light, Flame, CCT LOOP, TV.

Dòng NINJA 30 áp dụng chất lượng nguồn sáng tiêu chuẩn cao và có chỉ số hoàn màu xuất sắc, CRI≥95, TLCI≥95, với CRI siêu cao, không cần hiệu chỉnh màu ở giai đoạn hậu kỳ. Sản phẩm sử dụng thiết kế quạt im lặng, và độ ồn tối đa ở công suất đầy đủ chỉ 26db. Ngoài ra, thân đèn còn được trang bị nút chế độ im lặng để kiểm soát tiếng ồn chỉ bằng một nút bấm. Khả năng kiểm soát tiếng ồn tuyệt vời cho phép bạn thực hiện các nhiệm vụ thu âm đồng thời mà không gặp bất kỳ trở ngại nào.

Thân máy nhỏ gọn và nhẹ của dòng Ninja 30 không chỉ dễ cầm nắm, mà giao diện giá đỡ đa năng còn có thể nhanh chóng lắp đặt lên giá đỡ/stabilizer, giúp dễ dàng mang theo khi","Bi-color Light Series, COB Lights, Single-color Light Series",https://viltrox.com/products/viltrox-ninja-30-30b
"""",Viltrox K60 RGB Light Stick,Viltrox Store,Đèn video LED,$79.98,"K60 là một loại đèn ống RGB cầm tay, có công suất tối đa 20W. Sản phẩm nổi bật với hiệu ứng chiếu sáng cao, nhiệt độ màu chính xác, khả năng hoàn màu cao, v.v., và được thiết kế với hạt đèn hoàn màu cao cùng hạt đèn RGB. Sản phẩm phù hợp cho chiếu sáng bổ sung trong các tình huống như livestream, chụp sản phẩm, chụp sáng tạo, v.v. *26 hiệu ứng cảnh. *Bốn chế độ vận hành: CCT/HSL/RGBWY/Scene. *Màu sắc đầy đủ 0-360°, đáp ứng nhu cầu màu sắc của bạn cho ánh sáng. *Độ sáng cao 0-100% để bổ sung ánh sáng. *Dải nhiệt độ màu rộng: 2.500K-8.500K*Bộ sạc sạc nhanh PD/OC. *Tổng cộng 266 hạt đèn chất lượng cao, phát sáng đồng đều.* Bề mặt ống đèn mềm chất lượng cao, dễ dàng đạt được hiệu ứng ánh sáng mềm.* Nhiều phương thức điều khiển: bảng điều khiển, ứng dụng di động, điều khiển từ xa (người dùng cần mua riêng). Đèn stick sử dụng hạt đèn hoàn màu cao và hạt đèn RGB, có đặc tính hiệu suất ánh sáng cao, nhiệt độ màu chính xác, hoàn màu và phục hồi màu cao. Sản phẩm phù hợp cho: phát trực tiếp/cắm trại hoang dã/chụp selfie/chiếu sáng tạo không khí/chụp sáng tạo Đèn stick sử dụng 98 hạt đèn trắng ấm, 98 hạt đèn trắng lạnh và 70 hạt đèn RGB. Sản phẩm có đặc tính hiệu suất ánh sáng cao, nhiệt độ màu chính xác, khả năng tái tạo màu cao, v.v., và dễ dàng xử lý đèn phụ. Đèn stick K60 nhẹ, nhỏ gọn và di động, với chiều dài chỉ 57,8cm và trọng lượng khoảng 569,5g. Có thể di chuyển để bổ sung ánh sáng và dễ dàng cầm bằng một tay, mang lại giải pháp bổ sung ánh sáng thuận tiện hơn. Đèn stick K60 hướng đến sự xuất sắc, thiết lập một chuẩn mực mới cho hình ảnh và tái hiện màu sắc một cách chân thực. Trong chụp chân dung, đèn có thể tái hiện cao kết cấu làn da, với hình dáng đẹp và bầu không khí thời trang đậm chất điện ảnh-truyền hình. Điều chỉnh màu sắc đầy đủ 0~360°, có thể điều chỉnh 36.000 màu, và ngay cả những thay đổi milimet trong giá trị màu cũng có thể được nhận diện chính xác, dễ dàng","Light stick, RGB Light Series",https://viltrox.com/products/viltrox-black-k60-rgb-light-stick
"""",Viltrox AF 20mm F2.8 Air Full-Frame Lens for Sony E-Mount White/Black,Viltrox,ống kính máy ảnh,$176.00,"Viltrox AF 20mm F2.8 là ống kính lấy nét tự động được thiết kế cho các mẫu máy ảnh ngàm Sony E-mount / Nikon Z-mount. Với 10 thấu kính trong 8 nhóm, sản phẩm mang lại hiệu suất quang học vượt trội. Khoảng cách lấy nét gần nhất khoảng 0.19m cho phép tạo ra những bức ảnh cận cảnh đẹp mắt. Ngoài ra, mô-tơ lấy nét STM yên tĩnh có thể kiểm soát chính xác vị trí di chuyển và mang lại khả năng lấy nét chính xác, mượt mà. Lựa chọn tuyệt vời cho chụp chân dung, phong cảnh, cận cảnh và vlog!","Air, E-mount, FE-mount, Full Frame",https://viltrox.com/products/viltrox-af-20mm-f2-8
"""",Viltrox Retro 08X/12X RGB LED Light,Viltrox Store,Đèn video LED,$42.99,"Dòng Retro có hiệu ứng ánh sáng full-color và dải nhiệt độ màu rộng, với khả năng tái tạo màu chuyên nghiệp và ổn định, giúp tạo ra sắc thái màu hình ảnh chính xác và tinh tế.","Panel Light Series, RGB Light Series",https://viltrox.com/products/viltrox-retro-08x-retro-12x
"""",Viltrox E-T10 II AF Adapter Ring,Viltrox,bộ chuyển ngàm ống kính,$199.00,"【Tương thích chuyên nghiệp】Bộ chuyển ngàm ống kính Viltrox E-T10 II cho phép ống kính ngàm Sony E tương thích với Z CAM E2-S6, Z CAM E2-F6, Cinema Camera. 【Lấy nét tự động】Với các tiếp điểm điện tử bằng đồng được gia cố, bộ chuyển Viltrox E-T10 II hỗ trợ chức năng nhận diện khuôn mặt và mắt, lấy nét tự động, lấy nét nhanh và dễ dàng bắt trọn chi tiết. 【Hỗ trợ điều khiển khẩu độ điện tử】Bộ chuyển Viltrox E-T10 II liên kết truyền dữ liệu giữa máy ảnh và ống kính thông qua các tiếp điểm, giúp điều chỉnh khẩu độ ống kính trên thân máy nhanh chóng, mượt hơn khi chụp. Hỗ trợ quay video 4K.",E-Z CAM,https://viltrox.com/products/viltrox-e-t10-ii
"""",Viltrox AF 27mm F1.2 Pro APS-C Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$578.00,Ống kính AF 27mm F1.2 Pro là ống kính prime khẩu độ siêu lớn thứ hai của dòng Pro do Viltrox ra mắt sau AF 27mm F1.2 Pro. Sản phẩm tiếp tục duy trì độ phân giải siêu cao ấn tượng của dòng Pro và khẩu độ siêu lớn F1.2 cho hiệu ứng bokeh cực kỳ dễ chịu.,"AF, APS-C, E-mount, Pro",https://viltrox.com/products/viltrox-27mm-f1-2-e-z
"""",Viltrox ZMOVE Series PL Cine Lens Mount Adapter,Viltrox,bộ chuyển ngàm ống kính,$99.99,"Tương thích liền mạch với ống kính PL: Chuyển ống kính ngàm PL sang DJI Ronin 4D Leica, Panasonic, Sigma, camera M43, Fujifilm và Nikon, mở ra khả năng vô hạn cho làm phim chuyên nghiệp.

Thiết kế nhẹ và bền: Được làm từ hợp kim nhôm nhẹ và thép không gỉ, chắc chắn và dễ mang theo trong mọi môi trường quay.

Cơ chế khóa xoay an toàn: Thiết kế xoay để khóa giúp ống kính được cố định chặt, ngăn tình trạng lỏng do mài mòn ngàm.

Giá đỡ DJI LiDAR tích hợp: Bao gồm giá đỡ máy đo khoảng cách DJI LiDAR, hỗ trợ thiết lập dễ dàng và khả năng lấy nét chính xác.

Gia công chính xác cho độ vừa khít hoàn hảo: Cấu trúc độ chính xác cao đảm bảo kết nối chặt chẽ, căn chỉnh quang học chính xác và khớp hoàn hảo khoảng cách flange.","""",https://viltrox.com/products/viltrox-pl-mount-adapter
"""",Viltrox AF 56mm F1.7 Air APS-C Lens for Fujifilm X-Mount,Viltrox,ống kính máy ảnh,$180.00,"Quang học chính xác: 9/11 thấu kính (4 ED, 3 chiết suất cao). Tự động lấy nét STM nhanh, chính xác cho ảnh và video. Khẩu độ điện tử với hệ thống lấy nét bên trong. Ngàm kim loại hợp kim nhôm bền bỉ. Động cơ STM êm ái và phản hồi nhanh cho khả năng lấy nét mượt mà. Thiết kế nhỏ gọn và nhẹ. Hỗ trợ nhiều chế độ chụp với ghi dữ liệu EXIF.","AF, Air, APS-C, X-mount",https://viltrox.com/products/viltrox-af-56mm-f1-7-xf-z
"""",Viltrox EPIC 25mm/100mm T2.0 1.33X PL Full-Frame Anamorphic Cine Lens,Viltrox,Ống kính điện ảnh,$3999.00,Khẩu độ cố định T2.0. Tỷ lệ nén cố định 1.33X: đảm bảo độ méo hình ảnh nhất quán từ xa đến gần. Hiệu ứng bokeh đẹp và các đốm sáng hình oval được tái hiện sống động. Phần đầu trước tương thích với matte box 95mm. Độ bão hòa màu: khôi phục màu sắc thuần cổ điển. Hiệu suất quang học đồng nhất: thiết kế đặc tính và vị trí bánh răng đồng đều.,PL-mount,https://viltrox.com/products/viltrox-epic-25-35-50-75-100mm-t2-0-1-33x-pl-mount
"""",Viltrox AF 40mm F2.5 Air Full-Frame Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$168.00,"AF 40mm F2.5, dòng Viltrox Air nhẹ dành cho full-frame giới thiệu tiêu cự 40mm, hệ thống lấy nét tự động hiệu quả và chính xác để ghi lại những khoảnh khắc tuyệt vời, giúp mọi người đều có thể tận hưởng niềm vui nhiếp ảnh. Bao phủ trường ảnh full-frame và tương thích với nhiều mẫu máy hơn. Thân ống kính nhỏ gọn và nhẹ, dễ mang theo. Tiêu cự 40mm đa dụng rất lý tưởng cho chụp ảnh hằng ngày và du lịch.","AF, Air, Full Frame, Z-mount",https://viltrox.com/products/viltrox-af-40mm-f2-5-z
"""",Viltrox AF 56mm F1.7 Air APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$180.00,"AF 56mm F1.7 là ống kính lấy nét tự động phù hợp cho X-mount/Z-mount, với 11 thấu kính trong 9 nhóm. Khoảng cách lấy nét khoảng 0.55m, và động cơ lấy nét STM không tiếng ồn có thể kiểm soát chính xác vị trí di chuyển, mang lại khả năng lấy nét chính xác và mượt mà.","AF, Air, APS-C, Z-mount",https://viltrox.com/products/viltrox-af-56mm-f1-7-aps-c-lens-for-nikno-z-mount
"""",Viltrox AF 27mm F1.2 Pro APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$578.00,"Ống kính AF 27mm F1.2 Pro là một phần của dòng sản phẩm chủ lực Pro của Viltrox, sở hữu khẩu độ cực lớn F1.2. Ống kính này mang lại độ phân giải vượt trội và tạo ra hiệu ứng bokeh ấn tượng, rất phù hợp cho chụp chân dung và chụp trong điều kiện thiếu sáng. Với hiệu năng quang học vượt trội và khả năng làm mờ hậu cảnh đẹp mắt, sản phẩm được thiết kế để đáp ứng nhu cầu của các nhiếp ảnh gia chuyên nghiệp đang tìm kiếm chất lượng hình ảnh cao.","AF, APS-C, Pro, Z-mount",https://viltrox.com/products/viltrox-af-27mm-f1-2-aps-c-lens-for-nikno-z-mount
"""",Viltrox AF 28mm F1.8 Full-Frame Lens for Sony E-Mount,Viltrox,ống kính máy ảnh,$379.00,"Ống kính nhỏ gọn và nhẹ, với độ phân giải cao và hiệu ứng bokeh mềm mại. Có thể dễ dàng sử dụng để chụp phong cảnh, bầu trời sao, kiến trúc và chân dung.","AF, E-mount, FE-mount, Full Frame",https://viltrox.com/products/viltrox-af-28mm-f1-8-full-frame-lens-for-sony-e-mount
"""",Viltrox AF 75mm F1.2 Pro APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$580.00,"Ống kính AF 75mm F1.2 Pro Z của Viltrox là sản phẩm đầu tiên thuộc dòng Pro cao cấp, thể hiện năng lực công nghệ quang học của Viltrox. Sản phẩm sử dụng vật liệu nitrat đặc biệt HOYA từ Nhật Bản và sở hữu khẩu độ F1.2 siêu lớn, lấy nét tự động tiên tiến, cùng độ tin cậy chuyên nghiệp để nâng cao chất lượng hình ảnh.","AF, APS-C, Pro, Z-mount",https://viltrox.com/products/viltrox-af-75mm-f1-2-aps-c-lens-for-nikon-z-mount
JYC-03259,Viltrox AF 23mm F1.4 APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$239.00,"Ống kính Viltrox 23mm F1.4 có động cơ bước STM, khẩu độ F1.4 cho hiệu ứng làm mờ hậu cảnh, 11 thấu kính với lớp phủ HD Nano, thân kim loại bền bỉ, trọng lượng 0.57lb và cổng micro-USB để cập nhật.","AF, APS-C, Z-mount",https://viltrox.com/products/viltrox-af-23mm-f1-4-aps-c-lens-for-nikon-z-mount
JYC-03260-BR,Viltrox AF 33mm F1.4 APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$239.00,"Viltrox AF 33mm F1.4 là ống kính góc rộng khẩu độ lớn được thiết kế đặc biệt cho máy ảnh Nikon Z-Mount và cung cấp tiêu cự tương đương 50mm. Hỗ trợ lấy nét tự động, nhiều chế độ chụp trên máy ảnh, ghi thông tin EXIF và nâng cấp firmware.","AF, APS-C, Z-mount",https://viltrox.com/products/viltrox-af-33mm-f1-4-aps-c-lens-for-nikon-z-mount
JYC-03262,Viltrox AF 56mm F1.4 APS-C Lens for Nikon Z-Mount,Viltrox,ống kính máy ảnh,$239.00,"Ống kính prime chân dung AF 56mm F1.4 APS-C áp dụng các tiêu chuẩn thiết kế nghiêm ngặt, mang lại độ phân giải cao và hiệu ứng bokeh mềm mại. Trải nghiệm sự kết hợp hoàn hảo giữa độ sắc nét và bokeh nghệ thuật với ống kính được thiết kế tỉ mỉ này.","AF, APS-C, Z-mount",https://viltrox.com/products/viltrox-af-56mm-f1-4-aps-c-lens-for-nikon-z-mount
"""",Viltrox MF 23mm T1.5 Cine Lens M4/3 Mount,Viltrox,Ống kính điện ảnh,$415.00,"Dòng ống kính điện ảnh ngàm M43 của Viltrox có cùng kích thước, đường kính ống kính, vòng lấy nét và vị trí vòng khẩu độ, giúp chúng tương thích với nhiều phụ kiện khác nhau. Chúng được trang bị khẩu độ lớn T1.5 cho các tình huống thiếu sáng, mang lại vẻ ngoài điện ảnh với độ sắc nét cao và độ méo hình tối thiểu.","Cine Series, M4/3, MFT-mount, Spherical",https://viltrox.com/products/viltrox-mf-23mm-t1-5-cine-lens-m4-3-mount
"""",Viltrox MF 33mm T1.5 Cine Lens M4/3 Mount,Viltrox,Ống kính điện ảnh,$415.00,"Dòng ống kính điện ảnh ngàm M43 của Viltrox có cùng kích thước, đường kính ống kính, vị trí vòng lấy nét và vòng khẩu độ, giúp chúng tương thích với nhiều phụ kiện khác nhau. Chúng có khẩu độ lớn T1.5 cho các tình huống thiếu sáng, mang lại hình ảnh đậm chất điện ảnh với độ sắc nét cao và biến dạng tối thiểu.","Cine Series, M4/3, MFT-mount, Spherical",https://viltrox.com/products/viltrox-mf-33mm-t1-5-cine-lens-m4-3-mount
